752, -0.065, -0.07, -0.0766718, -0.0576805
752, -0.065, -0.07, -0.0778434, -0.0589073
752, -0.065, -0.07, -0.0788866, -0.0602449
752, -0.065, -0.07, -0.0797911, -0.06168
759, -0.065, -0.07, -0.0805479, -0.0631982
759, -0.065, -0.07, -0.0811492, -0.0647844
759, -0.065, -0.07, -0.0815892, -0.0664227
759, -0.065, -0.07, -0.0818635, -0.0680967
759, -0.065, -0.07, -0.0819693, -0.0697898
752, -0.06, -0.07, -0.0703836, -0.0565768
752, -0.06, -0.07, -0.0716718, -0.0576805
759, -0.06, -0.07, -0.0728434, -0.0589073
759, -0.06, -0.07, -0.0738866, -0.0602449
759, -0.06, -0.07, -0.0747911, -0.06168
759, -0.06, -0.07, -0.0755479, -0.0631982
759, -0.06, -0.07, -0.0761492, -0.0647844
759, -0.06, -0.07, -0.0765892, -0.0664227
759, -0.06, -0.07, -0.0768635, -0.0680967
759, -0.06, -0.07, -0.0769693, -0.0697898
759, -0.06, -0.07, -0.0769055, -0.0714849
752, -0.055, -0.07, -0.0639916, -0.0556073
759, -0.055, -0.07, -0.0653836, -0.0565768
759, -0.055, -0.07, -0.0666718, -0.0576805
759, -0.055, -0.07, -0.0678434, -0.0589073
759, -0.055, -0.07, -0.0688866, -0.0602449
765, -0.055, -0.07, -0.0697911, -0.06168
765, -0.055, -0.07, -0.0705479, -0.0631982
765, -0.055, -0.07, -0.0711492, -0.0647844
765, -0.055, -0.07, -0.0715892, -0.0664227
765, -0.055, -0.07, -0.0718635, -0.0680967
765, -0.055, -0.07, -0.0719693, -0.0697898
765, -0.055, -0.07, -0.0719055, -0.0714849
765, -0.055, -0.07, -0.0716728, -0.0731652
752, -0.05, -0.07, -0.0575098, -0.0547815
759, -0.05, -0.07, -0.0589916, -0.0556073
759, -0.05, -0.07, -0.0603836, -0.0565768
765, -0.05, -0.07, -0.0616718, -0.0576805
765, -0.05, -0.07, -0.0628434, -0.0589073
765, -0.05, -0.07, -0.0638866, -0.0602449
765, -0.05, -0.07, -0.0647911, -0.06168
765, -0.05, -0.07, -0.0655479, -0.0631982
765, -0.05, -0.07, -0.0661492, -0.0647844
765, -0.05, -0.07, -0.0665892, -0.0664227
765, -0.05, -0.07, -0.0668635, -0.0680967
765, -0.05, -0.07, -0.0669693, -0.0697898
765, -0.05, -0.07, -0.0669055, -0.0714849
765, -0.05, -0.07, -0.0666728, -0.0731652
765, -0.05, -0.07, -0.0662735, -0.0748139
765, -0.05, -0.07, -0.0657116, -0.0764145
752, -0.045, -0.07, -0.050953, -0.0541078
759, -0.045, -0.07, -0.0525098, -0.0547815
765, -0.045, -0.07, -0.0539916, -0.0556073
765, -0.045, -0.07, -0.0553836, -0.0565768
765, -0.045, -0.07, -0.0566718, -0.0576805
770, -0.045, -0.07, -0.0578434, -0.0589073
770, -0.045, -0.07, -0.0588866, -0.0602449
770, -0.045, -0.07, -0.0597911, -0.06168
770, -0.045, -0.07, -0.0605479, -0.0631982
770, -0.045, -0.07, -0.0611492, -0.0647844
770, -0.045, -0.07, -0.0615892, -0.0664227
770, -0.045, -0.07, -0.0618635, -0.0680967
770, -0.045, -0.07, -0.0619693, -0.0697898
770, -0.045, -0.07, -0.0619055, -0.0714849
770, -0.045, -0.07, -0.0616728, -0.0731652
765, -0.045, -0.07, -0.0612735, -0.0748139
765, -0.045, -0.07, -0.0607116, -0.0764145
765, -0.045, -0.07, -0.0599927, -0.077951
765, -0.045, -0.07, -0.059124, -0.079408
752, -0.04, -0.07, -0.0443367, -0.0535929
765, -0.04, -0.07, -0.045953, -0.0541078
765, -0.04, -0.07, -0.0475098, -0.0547815
770, -0.04, -0.07, -0.0489916, -0.0556073
770, -0.04, -0.07, -0.0503836, -0.0565768
770, -0.04, -0.07, -0.0516718, -0.0576805
770, -0.04, -0.07, -0.0528434, -0.0589073
770, -0.04, -0.07, -0.0538866, -0.0602449
770, -0.04, -0.07, -0.0547911, -0.06168
770, -0.04, -0.07, -0.0555479, -0.0631982
770, -0.04, -0.07, -0.0561492, -0.0647844
770, -0.04, -0.07, -0.0565892, -0.0664227
770, -0.04, -0.07, -0.0568635, -0.0680967
770, -0.04, -0.07, -0.0569693, -0.0697898
770, -0.04, -0.07, -0.0569055, -0.0714849
770, -0.04, -0.07, -0.0566728, -0.0731652
770, -0.04, -0.07, -0.0562735, -0.0748139
770, -0.04, -0.07, -0.0557116, -0.0764145
770, -0.04, -0.07, -0.0549927, -0.077951
765, -0.04, -0.07, -0.054124, -0.079408
765, -0.04, -0.07, -0.0531142, -0.0807711
765, -0.04, -0.07, -0.0519734, -0.0820265
770, -0.035, -0.07, -0.040953, -0.0541078
770, -0.035, -0.07, -0.0425098, -0.0547815
774, -0.035, -0.07, -0.0439916, -0.0556073
774, -0.035, -0.07, -0.0453836, -0.0565768
774, -0.035, -0.07, -0.0466718, -0.0576805
774, -0.035, -0.07, -0.0478434, -0.0589073
774, -0.035, -0.07, -0.0488866, -0.0602449
