-0.025, -0.03, -0.0411492, -0.0247844
-0.025, -0.03, -0.0415892, -0.0264227
-0.025, -0.03, -0.0418635, -0.0280967
-0.025, -0.03, -0.0419693, -0.0297898
-0.025, -0.03, -0.0419055, -0.0314849
-0.025, -0.03, -0.0416728, -0.0331652
-0.02, -0.03, -0.0365892, -0.0264227
-0.02, -0.03, -0.0368635, -0.0280967
-0.02, -0.03, -0.0369693, -0.0297898
-0.02, -0.03, -0.0369055, -0.0314849
-0.02, -0.03, -0.0366728, -0.0331652
-0.02, -0.03, -0.0362735, -0.0348139
-0.02, -0.03, -0.0357116, -0.0364145
-0.015, -0.03, -0.0318635, -0.0280967
-0.015, -0.03, -0.0319693, -0.0297898
-0.015, -0.03, -0.0319055, -0.0314849
-0.015, -0.03, -0.0316728, -0.0331652
-0.015, -0.03, -0.0312735, -0.0348139
-0.015, -0.03, -0.0307116, -0.0364145
-0.015, -0.03, -0.0299927, -0.037951
-0.015, -0.03, -0.029124, -0.039408
-0.01, -0.03, -0.0269693, -0.0297898
-0.01, -0.03, -0.0269055, -0.0314849
-0.01, -0.03, -0.0266728, -0.0331652
-0.01, -0.03, -0.0262735, -0.0348139
-0.01, -0.03, -0.0257116, -0.0364145
-0.01, -0.03, -0.0249927, -0.037951
-0.01, -0.03, -0.024124, -0.039408
-0.01, -0.03, -0.0231142, -0.0407711
-0.01, -0.03, -0.0219734, -0.0420265
-0.01, -0.03, -0.020713, -0.0431618
-0.005, -0.03, -0.0219693, -0.0297898
-0.005, -0.03, -0.0219055, -0.0314849
-0.005, -0.03, -0.0216728, -0.0331652
-0.005, -0.03, -0.0212735, -0.0348139
-0.005, -0.03, -0.0207116, -0.0364145
-0.005, -0.03, -0.0199927, -0.037951
-0.005, -0.03, -0.019124, -0.039408
-0.005, -0.03, -0.0181142, -0.0407711
-0.005, -0.03, -0.0169734, -0.0420265
-0.005, -0.03, -0.015713, -0.0431618
-0.005, -0.03, -0.0143454, -0.0441655
-0.005, -0.03, -0.0128846, -0.0450278
5.20417e-18, -0.03, -0.0169693, -0.0297898
